id,id href,dark,notice,notice 2,notice 3,notice 4,ProblemRating
1450C2,https://codeforces.com/problemset/problem/1450/C2,Errich-Tac-Toe (Hard Version),constructive algorithms,math,,,2300
1450C1,https://codeforces.com/problemset/problem/1450/C1,,constructive algorithms,math,,,2100
1450B,https://codeforces.com/problemset/problem/1450/B,Balls of Steel,brute force,geometry,greedy,,1000
1450A,https://codeforces.com/problemset/problem/1450/A,,constructive algorithms,sortings,,,800
1447B,https://codeforces.com/problemset/problem/1447/B,Numbers Box,greedy,math,,,1000
1447A,https://codeforces.com/problemset/problem/1447/A,,constructive algorithms,math,,,800
1446F,https://codeforces.com/problemset/problem/1446/F,Line Distance,binary search,data structures,geometry,,3200
1446E,https://codeforces.com/problemset/problem/1446/E,,constructive algorithms,dfs and similar,,,3500
1446D2,https://codeforces.com/problemset/problem/1446/D2,Frequency Problem (Hard Version),data structures,greedy,two pointers,,3000
1446D1,https://codeforces.com/problemset/problem/1446/D1,,data structures,greedy,,,2600
1446C,https://codeforces.com/problemset/problem/1446/C,Xor Tree,binary search,bitmasks,data structures,divide and conquer,2100
1446B,https://codeforces.com/problemset/problem/1446/B,,dp,strings,,,1800
1446A,https://codeforces.com/problemset/problem/1446/A,Knapsack,constructive algorithms,greedy,sortings,,1300
1445B,https://codeforces.com/problemset/problem/1445/B,,greedy,math,,,900
1445A,https://codeforces.com/problemset/problem/1445/A,Array Rearrangment,greedy,sortings,,,800
1444E,https://codeforces.com/problemset/problem/1444/E,,brute force,dfs and similar,dp,interactive,3500
1444D,https://codeforces.com/problemset/problem/1444/D,Rectangular Polyline,constructive algorithms,dp,geometry,,2900
1444C,https://codeforces.com/problemset/problem/1444/C,,data structures,dfs and similar,dsu,graphs,2500
1444B,https://codeforces.com/problemset/problem/1444/B,Divide and Sum,combinatorics,math,sortings,,1900
1444A,https://codeforces.com/problemset/problem/1444/A,,brute force,math,number theory,,1500
1443E,https://codeforces.com/problemset/problem/1443/E,Long Permutation,brute force,math,two pointers,,2400
1443C,https://codeforces.com/problemset/problem/1443/C,,binary search,greedy,sortings,,1400
1443B,https://codeforces.com/problemset/problem/1443/B,Saving the City,dp,greedy,math,sortings,1300
1443A,https://codeforces.com/problemset/problem/1443/A,,constructive algorithms,math,,,800
1442F,https://codeforces.com/problemset/problem/1442/F,Differentiating Games,games,interactive,,,3400
1442E,https://codeforces.com/problemset/problem/1442/E,,binary search,constructive algorithms,dfs and similar,dp,3000
1442D,https://codeforces.com/problemset/problem/1442/D,Sum,data structures,divide and conquer,dp,greedy,2800
1442C,https://codeforces.com/problemset/problem/1442/C,,dfs and similar,graphs,greedy,shortest paths,2400
1442B,https://codeforces.com/problemset/problem/1442/B,Identify the Operations,combinatorics,data structures,dsu,greedy,1800
1442A,https://codeforces.com/problemset/problem/1442/A,,constructive algorithms,dp,greedy,,1800
1440B,https://codeforces.com/problemset/problem/1440/B,Sum of Medians,greedy,math,,,900
1440A,https://codeforces.com/problemset/problem/1440/A,,implementation,math,,,800
1439E,https://codeforces.com/problemset/problem/1439/E,Cheat and Win,bitmasks,data structures,games,trees,3500
1439D,https://codeforces.com/problemset/problem/1439/D,,combinatorics,dp,fft,,3100
1439C,https://codeforces.com/problemset/problem/1439/C,Greedy Shopping,binary search,data structures,divide and conquer,greedy,2600
1439B,https://codeforces.com/problemset/problem/1439/B,,constructive algorithms,data structures,graphs,,2600
1439A2,https://codeforces.com/problemset/problem/1439/A2,Binary Table (Hard Version),constructive algorithms,graphs,greedy,implementation,1900
1439A1,https://codeforces.com/problemset/problem/1439/A1,,constructive algorithms,implementation,,,1500
1438F,https://codeforces.com/problemset/problem/1438/F,Olha and Igor,interactive,probabilities,trees,,3000
1438E,https://codeforces.com/problemset/problem/1438/E,,binary search,bitmasks,brute force,constructive algorithms,2500
1438D,https://codeforces.com/problemset/problem/1438/D,Powerful Ksenia,bitmasks,constructive algorithms,math,,2200
1438C,https://codeforces.com/problemset/problem/1438/C,,2-sat,chinese remainder theorem,constructive algorithms,fft,2000
1438B,https://codeforces.com/problemset/problem/1438/B,Valerii Against Everyone,constructive algorithms,data structures,greedy,sortings,1000
1438A,https://codeforces.com/problemset/problem/1438/A,,constructive algorithms,implementation,,,800
1437G,https://codeforces.com/problemset/problem/1437/G,Death DBMS,data structures,string suffix structures,strings,trees,2600
1437F,https://codeforces.com/problemset/problem/1437/F,,combinatorics,dp,math,two pointers,2600
1437E,https://codeforces.com/problemset/problem/1437/E,Make It Increasing,binary search,constructive algorithms,data structures,dp,2200
1437D,https://codeforces.com/problemset/problem/1437/D,,graphs,greedy,shortest paths,trees,1600
1437C,https://codeforces.com/problemset/problem/1437/C,Chef Monocarp,dp,flows,graph matchings,greedy,1800
1437B,https://codeforces.com/problemset/problem/1437/B,,constructive algorithms,greedy,,,1200
1437A,https://codeforces.com/problemset/problem/1437/A,Marketing Scheme,brute force,constructive algorithms,greedy,math,800
1436F,https://codeforces.com/problemset/problem/1436/F,,combinatorics,math,number theory,,2800
1436E,https://codeforces.com/problemset/problem/1436/E,Complicated Computations,binary search,data structures,two pointers,,2400
1436D,https://codeforces.com/problemset/problem/1436/D,,binary search,dfs and similar,graphs,greedy,1900
1436C,https://codeforces.com/problemset/problem/1436/C,Binary Search,binary search,combinatorics,,,1500
1436B,https://codeforces.com/problemset/problem/1436/B,,constructive algorithms,math,,,900
1436A,https://codeforces.com/problemset/problem/1436/A,Reorder,math,,,,800
1434E,https://codeforces.com/problemset/problem/1434/E,,dsu,games,,,3500
1433G,https://codeforces.com/problemset/problem/1433/G,Reducing Delivery Cost,brute force,graphs,shortest paths,,2100
1433F,https://codeforces.com/problemset/problem/1433/F,,dp,,,,2100
1433E,https://codeforces.com/problemset/problem/1433/E,Two Round Dances,combinatorics,math,,,1300
1433D,https://codeforces.com/problemset/problem/1433/D,,constructive algorithms,dfs and similar,,,1200
1433C,https://codeforces.com/problemset/problem/1433/C,Dominant Piranha,constructive algorithms,greedy,,,900
1433B,https://codeforces.com/problemset/problem/1433/B,,greedy,implementation,,,800
1433A,https://codeforces.com/problemset/problem/1433/A,Boring Apartments,implementation,math,,,800
1431J,https://codeforces.com/problemset/problem/1431/J,,*special problem,dp,,,3400
1431I,https://codeforces.com/problemset/problem/1431/I,Cyclic Shifts,*special problem,strings,,,2900
1431H,https://codeforces.com/problemset/problem/1431/H,,*special problem,brute force,greedy,two pointers,2600
1431G,https://codeforces.com/problemset/problem/1431/G,Number Deletion Game,*special problem,dp,games,greedy,2100
1431F,https://codeforces.com/problemset/problem/1431/F,,*special problem,binary search,greedy,,2100
1431E,https://codeforces.com/problemset/problem/1431/E,Chess Match,*special problem,,,,2000
1431D,https://codeforces.com/problemset/problem/1431/D,,*special problem,greedy,,,1500
1431C,https://codeforces.com/problemset/problem/1431/C,Black Friday,*special problem,implementation,,,1600
1431B,https://codeforces.com/problemset/problem/1431/B,,*special problem,implementation,two pointers,,1400
1431A,https://codeforces.com/problemset/problem/1431/A,Selling Hamburgers,*special problem,,,,800
1430G,https://codeforces.com/problemset/problem/1430/G,,bitmasks,dfs and similar,dp,flows,2600
1430F,https://codeforces.com/problemset/problem/1430/F,Realistic Gameplay,dp,greedy,,,2600
1430E,https://codeforces.com/problemset/problem/1430/E,,data structures,greedy,strings,,1900
1430D,https://codeforces.com/problemset/problem/1430/D,String Deletion,binary search,data structures,greedy,two pointers,1700
1430C,https://codeforces.com/problemset/problem/1430/C,,constructive algorithms,data structures,greedy,implementation,1000
1430B,https://codeforces.com/problemset/problem/1430/B,Barrels,greedy,implementation,sortings,,800
1430A,https://codeforces.com/problemset/problem/1430/A,,brute force,constructive algorithms,math,,900
1428H,https://codeforces.com/problemset/problem/1428/H,Rotary Laser Lock,binary search,interactive,,,3500
1428G2,https://codeforces.com/problemset/problem/1428/G2,,dp,greedy,,,3000
1428G1,https://codeforces.com/problemset/problem/1428/G1,Lucky Numbers (Easy Version),dp,greedy,,,2900
1428F,https://codeforces.com/problemset/problem/1428/F,,binary search,data structures,divide and conquer,dp,2400
,,,,,,,
1428E,https://codeforces.com/problemset/problem/1428/E,Carrots for Rabbits,binary search,data structures,greedy,math,2200
1428D,https://codeforces.com/problemset/problem/1428/D,,constructive algorithms,greedy,implementation,,1900
1428C,https://codeforces.com/problemset/problem/1428/C,ABBB,brute force,data structures,greedy,strings,1100
1428B,https://codeforces.com/problemset/problem/1428/B,,graphs,implementation,,,1200
1428A,https://codeforces.com/problemset/problem/1428/A,Box is Pull,math,,,,800
1427H,https://codeforces.com/problemset/problem/1427/H,,binary search,games,geometry,ternary search,3500
1427G,https://codeforces.com/problemset/problem/1427/G,One Billion Shades of Grey,flows,graphs,,,3300
1427F,https://codeforces.com/problemset/problem/1427/F,,data structures,greedy,trees,,3200
1427E,https://codeforces.com/problemset/problem/1427/E,Xum,bitmasks,constructive algorithms,math,matrices,2500
1427D,https://codeforces.com/problemset/problem/1427/D,,constructive algorithms,implementation,,,2000
1427C,https://codeforces.com/problemset/problem/1427/C,The Hard Work of Paparazzi,dp,,,,2000
1427B,https://codeforces.com/problemset/problem/1427/B,,greedy,implementation,sortings,,1400
1427A,https://codeforces.com/problemset/problem/1427/A,Avoiding Zero,math,sortings,,,900
1426F,https://codeforces.com/problemset/problem/1426/F,,combinatorics,dp,strings,,2000
1426E,https://codeforces.com/problemset/problem/1426/E,"Rock, Paper, Scissors",brute force,constructive algorithms,flows,greedy,1800
1426D,https://codeforces.com/problemset/problem/1426/D,,constructive algorithms,data structures,greedy,sortings,1500
1426C,https://codeforces.com/problemset/problem/1426/C,Increase and Copy,binary search,constructive algorithms,math,,1100
1426B,https://codeforces.com/problemset/problem/1426/B,,implementation,,,,900
1426A,https://codeforces.com/problemset/problem/1426/A,Floor Number,implementation,math,,,800
1425I,https://codeforces.com/problemset/problem/1425/I,,data structures,,,,2800
1425H,https://codeforces.com/problemset/problem/1425/H,Huge Boxes of Animal Toys,constructive algorithms,,,,1300
1425F,https://codeforces.com/problemset/problem/1425/F,,interactive,,,,1400
1425E,https://codeforces.com/problemset/problem/1425/E,Excitation of Atoms,greedy,implementation,,,2200
1425D,https://codeforces.com/problemset/problem/1425/D,,combinatorics,dp,math,,2300
1425C,https://codeforces.com/problemset/problem/1425/C,Captain of Knights,math,,,,3100
1425B,https://codeforces.com/problemset/problem/1425/B,,divide and conquer,dp,,,2600
1425A,https://codeforces.com/problemset/problem/1425/A,Arena of Greed,games,greedy,,,1400
1424M,https://codeforces.com/problemset/problem/1424/M,,graphs,sortings,,,2200
1424G,https://codeforces.com/problemset/problem/1424/G,Years,data structures,sortings,,,1300
1423N,https://codeforces.com/problemset/problem/1423/N,,,,,,3500
1423M,https://codeforces.com/problemset/problem/1423/M,Milutin's Plums,interactive,,,,2800
1423L,https://codeforces.com/problemset/problem/1423/L,,meet-in-the-middle,,,,2600
1423K,https://codeforces.com/problemset/problem/1423/K,Lonely Numbers,binary search,math,number theory,two pointers,1600
1423J,https://codeforces.com/problemset/problem/1423/J,,bitmasks,constructive algorithms,dp,math,2400
1423I,https://codeforces.com/problemset/problem/1423/I,Lookup Tables,bitmasks,,,,3000
1423H,https://codeforces.com/problemset/problem/1423/H,,data structures,divide and conquer,dsu,graphs,2500
1423G,https://codeforces.com/problemset/problem/1423/G,Growing flowers,data structures,,,,3500
1423F,https://codeforces.com/problemset/problem/1423/F,,math,,,,2700
1423E,https://codeforces.com/problemset/problem/1423/E,5G Antenna Towers,geometry,,,,2700
1423D,https://codeforces.com/problemset/problem/1423/D,,,,,,3100
1423C,https://codeforces.com/problemset/problem/1423/C,Dušan's Railway,divide and conquer,graphs,trees,,3500
1423B,https://codeforces.com/problemset/problem/1423/B,,binary search,flows,graph matchings,graphs,1900
1423A,https://codeforces.com/problemset/problem/1423/A,Wakanda Forever,,,,,3500
1422F,https://codeforces.com/problemset/problem/1422/F,,data structures,math,number theory,,2700
1422E,https://codeforces.com/problemset/problem/1422/E,Minlexes,dp,greedy,implementation,strings,2700
1422D,https://codeforces.com/problemset/problem/1422/D,,graphs,shortest paths,sortings,,2300
1422C,https://codeforces.com/problemset/problem/1422/C,Bargain,combinatorics,dp,math,,1700
1422B,https://codeforces.com/problemset/problem/1422/B,,greedy,implementation,math,,1300
1422A,https://codeforces.com/problemset/problem/1422/A,Fence,geometry,math,,,800
1421E,https://codeforces.com/problemset/problem/1421/E,,brute force,dp,implementation,,2700
1421D,https://codeforces.com/problemset/problem/1421/D,Hexagons,brute force,constructive algorithms,greedy,implementation,1900
1421C,https://codeforces.com/problemset/problem/1421/C,,constructive algorithms,strings,,,1400
1421B,https://codeforces.com/problemset/problem/1421/B,Putting Bricks in the Wall,constructive algorithms,implementation,,,1100
1421A,https://codeforces.com/problemset/problem/1421/A,,bitmasks,greedy,math,,800
1420E,https://codeforces.com/problemset/problem/1420/E,Battle Lemmings,dp,greedy,,,2500
1420D,https://codeforces.com/problemset/problem/1420/D,,combinatorics,data structures,sortings,,1800
1420C2,https://codeforces.com/problemset/problem/1420/C2,Pokémon Army (hard version),data structures,divide and conquer,dp,greedy,2100
1420C1,https://codeforces.com/problemset/problem/1420/C1,,constructive algorithms,dp,greedy,,1300
1420B,https://codeforces.com/problemset/problem/1420/B,Rock and Lever,bitmasks,math,,,1200
1420A,https://codeforces.com/problemset/problem/1420/A,,math,sortings,,,900
1419F,https://codeforces.com/problemset/problem/1419/F,Rain of Fire,binary search,data structures,dfs and similar,dsu,2800
1419E,https://codeforces.com/problemset/problem/1419/E,,constructive algorithms,implementation,math,number theory,2100
1419D2,https://codeforces.com/problemset/problem/1419/D2,Sage's Birthday (hard version),binary search,brute force,constructive algorithms,greedy,1500
1419D1,https://codeforces.com/problemset/problem/1419/D1,,binary search,constructive algorithms,greedy,sortings,1000
1419C,https://codeforces.com/problemset/problem/1419/C,Killjoy,greedy,implementation,math,,1500
1419B,https://codeforces.com/problemset/problem/1419/B,,brute force,constructive algorithms,greedy,implementation,1200
1419A,https://codeforces.com/problemset/problem/1419/A,Digit Game,games,greedy,implementation,,900
1418G,https://codeforces.com/problemset/problem/1418/G,,data structures,divide and conquer,hashing,two pointers,2500
1418F,https://codeforces.com/problemset/problem/1418/F,Equal Product,data structures,math,number theory,two pointers,3000
1418E,https://codeforces.com/problemset/problem/1418/E,,binary search,combinatorics,probabilities,,2400
1418D,https://codeforces.com/problemset/problem/1418/D,Trash Problem,data structures,implementation,,,2100
1418C,https://codeforces.com/problemset/problem/1418/C,,dp,graphs,greedy,shortest paths,1500
1418B,https://codeforces.com/problemset/problem/1418/B,Negative Prefixes,greedy,sortings,,,1300
1418A,https://codeforces.com/problemset/problem/1418/A,,math,,,,1000
1417B,https://codeforces.com/problemset/problem/1417/B,Two Arrays,greedy,math,sortings,,1100
1417A,https://codeforces.com/problemset/problem/1417/A,,greedy,math,,,800
1416F,https://codeforces.com/problemset/problem/1416/F,Showing Off,flows,graph matchings,greedy,implementation,3300
1416E,https://codeforces.com/problemset/problem/1416/E,,binary search,data structures,dp,greedy,3200
1416D,https://codeforces.com/problemset/problem/1416/D,Graph and Queries,data structures,dsu,graphs,implementation,2600
1416C,https://codeforces.com/problemset/problem/1416/C,,bitmasks,data structures,divide and conquer,dp,2000
1416B,https://codeforces.com/problemset/problem/1416/B,Make Them Equal,constructive algorithms,greedy,math,,2000
1416A,https://codeforces.com/problemset/problem/1416/A,,binary search,data structures,implementation,two pointers,1500
1415F,https://codeforces.com/problemset/problem/1415/F,Cakes for Clones,dp,,,,2900
1415E,https://codeforces.com/problemset/problem/1415/E,,constructive algorithms,greedy,math,,2200
1415D,https://codeforces.com/problemset/problem/1415/D,XOR-gun,bitmasks,brute force,constructive algorithms,,2000
1415C,https://codeforces.com/problemset/problem/1415/C,,brute force,dp,implementation,,1400
1415B,https://codeforces.com/problemset/problem/1415/B,Repainting Street,brute force,brute force,greedy,,1100
1415A,https://codeforces.com/problemset/problem/1415/A,,brute force,math,,,800
1413F,https://codeforces.com/problemset/problem/1413/F,Roads and Ramen,data structures,trees,,,2800
1413E,https://codeforces.com/problemset/problem/1413/E,,greedy,math,ternary search,,2100
1413D,https://codeforces.com/problemset/problem/1413/D,Shurikens,data structures,greedy,implementation,,1700
1413C,https://codeforces.com/problemset/problem/1413/C,,binary search,brute force,dp,implementation,1900
1413B,https://codeforces.com/problemset/problem/1413/B,A New Technique,implementation,,,,1100
1413A,https://codeforces.com/problemset/problem/1413/A,,constructive algorithms,math,,,800
1411G,https://codeforces.com/problemset/problem/1411/G,No Game No Life,bitmasks,games,math,matrices,2700
1411F,https://codeforces.com/problemset/problem/1411/F,,greedy,math,,,3000
1411E,https://codeforces.com/problemset/problem/1411/E,Poman Numbers,bitmasks,greedy,math,strings,2300
1411D,https://codeforces.com/problemset/problem/1411/D,,brute force,greedy,implementation,strings,2100
1411C,https://codeforces.com/problemset/problem/1411/C,Peaceful Rooks,dfs and similar,dsu,graphs,,1700
1411B,https://codeforces.com/problemset/problem/1411/B,,brute force,number theory,,,1000
,,,,,,,
1411A,https://codeforces.com/problemset/problem/1411/A,In-game Chat,implementation,,,,800
1409F,https://codeforces.com/problemset/problem/1409/F,,dp,strings,,,2100
1409E,https://codeforces.com/problemset/problem/1409/E,Two Platforms,binary search,dp,sortings,two pointers,1800
1409D,https://codeforces.com/problemset/problem/1409/D,,greedy,math,,,1500
1409C,https://codeforces.com/problemset/problem/1409/C,Yet Another Array Restoration,brute force,math,number theory,,1200
1409B,https://codeforces.com/problemset/problem/1409/B,,brute force,greedy,math,,1100
1409A,https://codeforces.com/problemset/problem/1409/A,Yet Another Two Integers Problem,greedy,math,,,800
1408I,https://codeforces.com/problemset/problem/1408/I,,dp,math,,,3200
1408H,https://codeforces.com/problemset/problem/1408/H,Rainbow Triples,binary search,data structures,flows,greedy,3300
1408G,https://codeforces.com/problemset/problem/1408/G,,combinatorics,dp,dsu,fft,2700
1408F,https://codeforces.com/problemset/problem/1408/F,Two Different,constructive algorithms,divide and conquer,,,2300
1408E,https://codeforces.com/problemset/problem/1408/E,,data structures,dsu,graphs,greedy,2400
1408D,https://codeforces.com/problemset/problem/1408/D,Searchlights,binary search,brute force,data structures,dp,2000
1408C,https://codeforces.com/problemset/problem/1408/C,,binary search,dp,implementation,math,1500
1408B,https://codeforces.com/problemset/problem/1408/B,Arrays Sum,constructive algorithms,greedy,math,,1400
1408A,https://codeforces.com/problemset/problem/1408/A,,constructive algorithms,,,,800
1407E,https://codeforces.com/problemset/problem/1407/E,Egor in the Republic of Dagestan,constructive algorithms,dfs and similar,dp,graphs,2500
1407D,https://codeforces.com/problemset/problem/1407/D,,data structures,dp,graphs,,2200
1407C,https://codeforces.com/problemset/problem/1407/C,Chocolate Bunny,constructive algorithms,interactive,math,two pointers,1600
1407B,https://codeforces.com/problemset/problem/1407/B,,brute force,greedy,math,number theory,1300
1407A,https://codeforces.com/problemset/problem/1407/A,Ahahahahahahahaha,constructive algorithms,math,,,1100
1406E,https://codeforces.com/problemset/problem/1406/E,,interactive,math,number theory,,2600
1406D,https://codeforces.com/problemset/problem/1406/D,Three Sequences,constructive algorithms,data structures,greedy,math,2200
1406C,https://codeforces.com/problemset/problem/1406/C,,constructive algorithms,dfs and similar,graphs,trees,1700
1406B,https://codeforces.com/problemset/problem/1406/B,Maximum Product,brute force,dp,greedy,implementation,1200
1406A,https://codeforces.com/problemset/problem/1406/A,,greedy,implementation,math,,900
1405B,https://codeforces.com/problemset/problem/1405/B,Array Cancellation,constructive algorithms,implementation,,,1000
1405A,https://codeforces.com/problemset/problem/1405/A,,constructive algorithms,,,,800
1404E,https://codeforces.com/problemset/problem/1404/E,Bricks,flows,graph matchings,graphs,,2800
1404D,https://codeforces.com/problemset/problem/1404/D,,constructive algorithms,dfs and similar,interactive,math,2800
1404C,https://codeforces.com/problemset/problem/1404/C,Fixed Point Removal,binary search,constructive algorithms,data structures,greedy,2300
1404B,https://codeforces.com/problemset/problem/1404/B,,dfs and similar,dp,games,trees,1900
1404A,https://codeforces.com/problemset/problem/1404/A,Balanced Bitstring,implementation,strings,,,1500
1403C,https://codeforces.com/problemset/problem/1403/C,,*special problem,combinatorics,dp,implementation,3200
1403B,https://codeforces.com/problemset/problem/1403/B,Spring cleaning,*special problem,data structures,dfs and similar,graphs,2300
1403A,https://codeforces.com/problemset/problem/1403/A,,*special problem,2-sat,binary search,data structures,2400
1402C,https://codeforces.com/problemset/problem/1402/C,Star Trek,*special problem,combinatorics,dfs and similar,dp,2600
1402B,https://codeforces.com/problemset/problem/1402/B,,*special problem,geometry,sortings,,2900
1402A,https://codeforces.com/problemset/problem/1402/A,Fancy Fence,*special problem,data structures,dsu,implementation,1800
1401F,https://codeforces.com/problemset/problem/1401/F,,binary search,bitmasks,data structures,,2400
1401E,https://codeforces.com/problemset/problem/1401/E,Divide Square,data structures,geometry,implementation,sortings,2400
1401D,https://codeforces.com/problemset/problem/1401/D,,dfs and similar,dp,greedy,implementation,1800
1401C,https://codeforces.com/problemset/problem/1401/C,Mere Array,constructive algorithms,math,number theory,sortings,1300
1401B,https://codeforces.com/problemset/problem/1401/B,,constructive algorithms,greedy,math,,1100
1401A,https://codeforces.com/problemset/problem/1401/A,Distance and Axis,constructive algorithms,math,,,900
1400G,https://codeforces.com/problemset/problem/1400/G,,bitmasks,brute force,combinatorics,dp,2600
1400F,https://codeforces.com/problemset/problem/1400/F,x-prime Substrings,brute force,dfs and similar,dp,string suffix structures,2800
1400E,https://codeforces.com/problemset/problem/1400/E,,data structures,divide and conquer,dp,greedy,2200
1400D,https://codeforces.com/problemset/problem/1400/D,Zigzags,brute force,combinatorics,data structures,math,1900
1400C,https://codeforces.com/problemset/problem/1400/C,,2-sat,brute force,constructive algorithms,greedy,1500
1400B,https://codeforces.com/problemset/problem/1400/B,RPG Protagonist,brute force,greedy,math,,1700
1400A,https://codeforces.com/problemset/problem/1400/A,,constructive algorithms,strings,,,800
1399F,https://codeforces.com/problemset/problem/1399/F,Yet Another Segments Subset,data structures,dp,graphs,sortings,2300
1399E2,https://codeforces.com/problemset/problem/1399/E2,,binary search,dfs and similar,greedy,sortings,2200
1399E1,https://codeforces.com/problemset/problem/1399/E1,Weights Division (easy version),data structures,dfs and similar,greedy,trees,2000
1399D,https://codeforces.com/problemset/problem/1399/D,,constructive algorithms,data structures,greedy,implementation,1500
1399C,https://codeforces.com/problemset/problem/1399/C,Boats Competition,brute force,greedy,two pointers,,1200
1399B,https://codeforces.com/problemset/problem/1399/B,,greedy,,,,800
1399A,https://codeforces.com/problemset/problem/1399/A,Remove Smallest,greedy,sortings,,,800
1398G,https://codeforces.com/problemset/problem/1398/G,,bitmasks,fft,math,number theory,2600
1398F,https://codeforces.com/problemset/problem/1398/F,Controversial Rounds,binary search,data structures,dp,greedy,2500
1398E,https://codeforces.com/problemset/problem/1398/E,,binary search,data structures,greedy,implementation,2200
1398D,https://codeforces.com/problemset/problem/1398/D,Colored Rectangles,dp,greedy,sortings,,1800
1398C,https://codeforces.com/problemset/problem/1398/C,,data structures,dp,math,,1600
1398B,https://codeforces.com/problemset/problem/1398/B,Substring Removal Game,games,greedy,sortings,,800
1398A,https://codeforces.com/problemset/problem/1398/A,,geometry,math,,,800
1397B,https://codeforces.com/problemset/problem/1397/B,Power Sequence,brute force,math,number theory,sortings,1500
1397A,https://codeforces.com/problemset/problem/1397/A,,greedy,strings,,,800
1396E,https://codeforces.com/problemset/problem/1396/E,Distance Matching,constructive algorithms,dfs and similar,trees,,3200
1396D,https://codeforces.com/problemset/problem/1396/D,,data structures,sortings,two pointers,,3300
1396C,https://codeforces.com/problemset/problem/1396/C,Monster Invaders,dp,greedy,implementation,,2300
1396B,https://codeforces.com/problemset/problem/1396/B,,brute force,constructive algorithms,games,greedy,1800
1396A,https://codeforces.com/problemset/problem/1396/A,Multiples of Length,constructive algorithms,greedy,number theory,,1600
1395C,https://codeforces.com/problemset/problem/1395/C,,bitmasks,brute force,dp,greedy,1600
1395B,https://codeforces.com/problemset/problem/1395/B,Boboniu Plays Chess,constructive algorithms,,,,1100
1395A,https://codeforces.com/problemset/problem/1395/A,,brute force,math,,,1000
1394E,https://codeforces.com/problemset/problem/1394/E,Boboniu and Banknote Collection,strings,,,,3500
1394D,https://codeforces.com/problemset/problem/1394/D,,dp,greedy,sortings,trees,2800
1394C,https://codeforces.com/problemset/problem/1394/C,Boboniu and String,binary search,geometry,ternary search,,2600
1394B,https://codeforces.com/problemset/problem/1394/B,,brute force,dfs and similar,graphs,hashing,2300
1394A,https://codeforces.com/problemset/problem/1394/A,Boboniu Chats with Du,dp,greedy,sortings,two pointers,1800
1393E2,https://codeforces.com/problemset/problem/1393/E2,,dp,hashing,implementation,string suffix structures,3200
1393E1,https://codeforces.com/problemset/problem/1393/E1,Twilight and Ancient Scroll (easier version),dp,hashing,implementation,string suffix structures,2800
1393D,https://codeforces.com/problemset/problem/1393/D,,dfs and similar,dp,implementation,shortest paths,2100
1393C,https://codeforces.com/problemset/problem/1393/C,Pinkie Pie Eats Patty-cakes,constructive algorithms,greedy,math,sortings,1700
1393B,https://codeforces.com/problemset/problem/1393/B,,constructive algorithms,data structures,greedy,implementation,1400
1393A,https://codeforces.com/problemset/problem/1393/A,"Rainbow Dash, Fluttershy and Chess Coloring",greedy,math,,,800
1392I,https://codeforces.com/problemset/problem/1392/I,,fft,graphs,math,,3300
1392H,https://codeforces.com/problemset/problem/1392/H,ZS Shuffles Cards,combinatorics,dp,math,probabilities,3000
1392G,https://codeforces.com/problemset/problem/1392/G,,bitmasks,dfs and similar,dp,math,2900
1392F,https://codeforces.com/problemset/problem/1392/F,Omkar and Landslide,binary search,constructive algorithms,data structures,greedy,2400
1392E,https://codeforces.com/problemset/problem/1392/E,,bitmasks,constructive algorithms,interactive,math,2100
1392D,https://codeforces.com/problemset/problem/1392/D,Omkar and Bed Wars,dp,greedy,,,1700
1392C,https://codeforces.com/problemset/problem/1392/C,,greedy,implementation,,,1200
1392B,https://codeforces.com/problemset/problem/1392/B,Omkar and Infinity Clock,implementation,math,,,800
1392A,https://codeforces.com/problemset/problem/1392/A,,greedy,math,,,800
1391E,https://codeforces.com/problemset/problem/1391/E,Pairs of Pairs,constructive algorithms,dfs and similar,graphs,greedy,2600
1391D,https://codeforces.com/problemset/problem/1391/D,,bitmasks,brute force,constructive algorithms,dp,2000
1391C,https://codeforces.com/problemset/problem/1391/C,Cyclic Permutations,combinatorics,dp,graphs,math,1500
1391B,https://codeforces.com/problemset/problem/1391/B,,brute force,greedy,implementation,,800
,,,,,,,
1391A,https://codeforces.com/problemset/problem/1391/A,Suborrays,constructive algorithms,math,,,800
1389G,https://codeforces.com/problemset/problem/1389/G,,dfs and similar,dp,graphs,trees,2800
1389F,https://codeforces.com/problemset/problem/1389/F,Bicolored Segments,data structures,dp,graph matchings,sortings,2600
1389E,https://codeforces.com/problemset/problem/1389/E,,math,number theory,,,2200
1389D,https://codeforces.com/problemset/problem/1389/D,Segment Intersections,brute force,greedy,implementation,math,2100
1389C,https://codeforces.com/problemset/problem/1389/C,,brute force,dp,greedy,two pointers,1500
1389B,https://codeforces.com/problemset/problem/1389/B,Array Walk,brute force,dp,greedy,,1600
1389A,https://codeforces.com/problemset/problem/1389/A,,constructive algorithms,greedy,math,number theory,800
1388E,https://codeforces.com/problemset/problem/1388/E,Uncle Bogdan and Projections,data structures,geometry,sortings,,2700
1388D,https://codeforces.com/problemset/problem/1388/D,,data structures,dfs and similar,graphs,greedy,2000
1388C,https://codeforces.com/problemset/problem/1388/C,Uncle Bogdan and Country Happiness,dfs and similar,greedy,math,trees,1800
1388B,https://codeforces.com/problemset/problem/1388/B,,greedy,math,,,1000
1388A,https://codeforces.com/problemset/problem/1388/A,Captain Flint and Crew Recruitment,brute force,greedy,math,number theory,800
